gare de depart,gare d'arrivee,date de voyage,heure de depart,heure d'arrivee,prix,correspondance 1,correspondance 2,correspondance 3,correspondance 4
EL JADIDA,CASA PORT,01/08/2024,07h30,09h04,40 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
EL JADIDA,CASA PORT,01/08/2024,10h35,12h15,40 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
EL JADIDA,CASA PORT,01/08/2024,12h35,14h15,40 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
EL JADIDA,CASA PORT,01/08/2024,14h35,16h15,40 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
EL JADIDA,CASA PORT,01/08/2024,16h35,18h15,40 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
EL JADIDA,CASA PORT,01/08/2024,18h35,20h15,40 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
EL JADIDA,CASA PORT,01/08/2024,20h35,22h15,40 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
EL JADIDA,CASA VOYAGEURS,01/08/2024,06h30,07h51,40 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
EL JADIDA,CASA VOYAGEURS,01/08/2024,07h30,08h50,40 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
EL JADIDA,CASA VOYAGEURS,01/08/2024,08h25,09h34,40 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
EL JADIDA,CASA VOYAGEURS,01/08/2024,10h35,12h01,40 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
EL JADIDA,CASA VOYAGEURS,01/08/2024,12h35,14h01,40 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
EL JADIDA,CASA VOYAGEURS,01/08/2024,14h35,16h01,40 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
EL JADIDA,CASA VOYAGEURS,01/08/2024,16h35,18h01,40 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
EL JADIDA,CASA VOYAGEURS,01/08/2024,18h35,20h01,40 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
EL JADIDA,CASA VOYAGEURS,01/08/2024,20h35,22h01,40 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
EL JADIDA,ESSAOUIRA SUPRATOURS,01/08/2024,,,,,,,
EL JADIDA,FES,01/08/2024,06h30,12h20,205 DH,correspondance 1 : 07h51 à Station CASA VOYAGEURS - correspondance 39 Min - départ 08h30,pas de correspondance,pas de correspondance,pas de correspondance
EL JADIDA,FES,01/08/2024,07h30,13h20,205 DH,correspondance 1 : 08h50 à Station CASA VOYAGEURS - correspondance 40 Min - départ 09h30,pas de correspondance,pas de correspondance,pas de correspondance
EL JADIDA,FES,01/08/2024,08h25,14h20,205 DH,correspondance 1 : 09h34 à Station CASA VOYAGEURS - correspondance 56 Min - départ 10h30,pas de correspondance,pas de correspondance,pas de correspondance
EL JADIDA,FES,01/08/2024,10h35,16h20,205 DH,correspondance 1 : 12h01 à Station CASA VOYAGEURS - correspondance 29 Min - départ 12h30,pas de correspondance,pas de correspondance,pas de correspondance
EL JADIDA,FES,01/08/2024,12h35,18h25,205 DH,correspondance 1 : 14h01 à Station CASA VOYAGEURS - correspondance 29 Min - départ 14h30,pas de correspondance,pas de correspondance,pas de correspondance
EL JADIDA,FES,01/08/2024,14h35,20h25,205 DH,correspondance 1 : 16h01 à Station CASA VOYAGEURS - correspondance 29 Min - départ 16h30,pas de correspondance,pas de correspondance,pas de correspondance
EL JADIDA,FES,01/08/2024,16h35,22h20,205 DH,correspondance 1 : 18h01 à Station CASA VOYAGEURS - correspondance 29 Min - départ 18h30,pas de correspondance,pas de correspondance,pas de correspondance
EL JADIDA,FES,01/08/2024,18h35,00h12,205 DH,correspondance 1 : 20h01 à Station CASA VOYAGEURS - correspondance 29 Min - départ 20h30,pas de correspondance,pas de correspondance,pas de correspondance
EL JADIDA,GUELMIMA,01/08/2024,,,,,,,
EL JADIDA,KENITRA,01/08/2024,06h30,09h51,95 DH,correspondance 1 : 08h04 à Station CASA PORT - correspondance 06 Min - départ 08h10,pas de correspondance,pas de correspondance,pas de correspondance
EL JADIDA,KENITRA,01/08/2024,08h25,11h07,95 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
EL JADIDA,KENITRA,01/08/2024,12h35,16h17,120 DH,correspondance 1 : 14h01 à Station CASA VOYAGEURS - correspondance 59 Min - départ 15h00,pas de correspondance,pas de correspondance,pas de correspondance
EL JADIDA,KENITRA,01/08/2024,14h35,18h07,95 DH,correspondance 1 : 16h15 à Station CASA PORT - correspondance 20 Min - départ 16h35,pas de correspondance,pas de correspondance,pas de correspondance
EL JADIDA,KENITRA,01/08/2024,16h35,20h09,95 DH,correspondance 1 : 18h15 à Station CASA PORT - correspondance 20 Min - départ 18h35,pas de correspondance,pas de correspondance,pas de correspondance
EL JADIDA,KENITRA,01/08/2024,18h35,22h07,95 DH,correspondance 1 : 20h15 à Station CASA PORT - correspondance 20 Min - départ 20h35,pas de correspondance,pas de correspondance,pas de correspondance
EL JADIDA,KHOURIBGA,01/08/2024,06h30,10h43,77 DH,correspondance 1 : 07h29 à Station BOUSKOURA - correspondance 01h04 Min - départ 08h33,pas de correspondance,pas de correspondance,pas de correspondance
EL JADIDA,LAAYOUNE SUPRATOURS,01/08/2024,,,,,,,
EL JADIDA,MARRAKECH,01/08/2024,,,,,,,
EL JADIDA,MARTIL,01/08/2024,,,,,,,
EL JADIDA,MEKNES,01/08/2024,06h30,11h40,175 DH,correspondance 1 : 07h51 à Station CASA VOYAGEURS - correspondance 39 Min - départ 08h30,pas de correspondance,pas de correspondance,pas de correspondance
EL JADIDA,MEKNES,01/08/2024,07h30,12h37,175 DH,correspondance 1 : 08h50 à Station CASA VOYAGEURS - correspondance 40 Min - départ 09h30,pas de correspondance,pas de correspondance,pas de correspondance
EL JADIDA,MEKNES,01/08/2024,08h25,13h40,175 DH,correspondance 1 : 09h34 à Station CASA VOYAGEURS - correspondance 56 Min - départ 10h30,pas de correspondance,pas de correspondance,pas de correspondance
EL JADIDA,MEKNES,01/08/2024,10h35,15h40,175 DH,correspondance 1 : 12h01 à Station CASA VOYAGEURS - correspondance 29 Min - départ 12h30,pas de correspondance,pas de correspondance,pas de correspondance
EL JADIDA,MEKNES,01/08/2024,12h35,17h40,175 DH,correspondance 1 : 14h01 à Station CASA VOYAGEURS - correspondance 29 Min - départ 14h30,pas de correspondance,pas de correspondance,pas de correspondance
EL JADIDA,MEKNES,01/08/2024,14h35,19h40,175 DH,correspondance 1 : 16h01 à Station CASA VOYAGEURS - correspondance 29 Min - départ 16h30,pas de correspondance,pas de correspondance,pas de correspondance
EL JADIDA,MEKNES,01/08/2024,16h35,21h40,175 DH,correspondance 1 : 18h01 à Station CASA VOYAGEURS - correspondance 29 Min - départ 18h30,pas de correspondance,pas de correspondance,pas de correspondance
EL JADIDA,MEKNES,01/08/2024,18h35,23h34,175 DH,correspondance 1 : 20h01 à Station CASA VOYAGEURS - correspondance 29 Min - départ 20h30,pas de correspondance,pas de correspondance,pas de correspondance
EL JADIDA,MIDELT (SUPRAT.),01/08/2024,,,,,,,
EL JADIDA,MOHAMMEDIA,01/08/2024,,,,,,,
EL JADIDA,OUJDA,01/08/2024,07h30,13h00,196 DH,correspondance 1 : 08h50 à Station CASA VOYAGEURS - correspondance 40 Min - départ 09h30,pas de correspondance,pas de correspondance,pas de correspondance
EL JADIDA,OUJDA,01/08/2024,12h35,18h03,196 DH,correspondance 1 : 14h01 à Station CASA VOYAGEURS - correspondance 29 Min - départ 14h30,pas de correspondance,pas de correspondance,pas de correspondance
EL JADIDA,TETOUAN SUPRATOURS,01/08/2024,,,,,,,
EL JADIDA,RABAT AGDAL,01/08/2024,06h30,09h10,80 DH,correspondance 1 : 08h04 à Station CASA PORT - correspondance 06 Min - départ 08h10,pas de correspondance,pas de correspondance,pas de correspondance
EL JADIDA,RABAT AGDAL,01/08/2024,07h30,10h37,80 DH,correspondance 1 : 09h04 à Station CASA PORT - correspondance 36 Min - départ 09h40,pas de correspondance,pas de correspondance,pas de correspondance
EL JADIDA,RABAT AGDAL,01/08/2024,08h25,10h27,80 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
EL JADIDA,RABAT AGDAL,01/08/2024,10h35,13h31,80 DH,correspondance 1 : 12h15 à Station CASA PORT - correspondance 20 Min - départ 12h35,pas de correspondance,pas de correspondance,pas de correspondance
EL JADIDA,RABAT AGDAL,01/08/2024,12h35,15h31,80 DH,correspondance 1 : 14h15 à Station CASA PORT - correspondance 20 Min - départ 14h35,pas de correspondance,pas de correspondance,pas de correspondance
EL JADIDA,RABAT AGDAL,01/08/2024,14h35,17h29,80 DH,correspondance 1 : 16h15 à Station CASA PORT - correspondance 20 Min - départ 16h35,pas de correspondance,pas de correspondance,pas de correspondance
EL JADIDA,RABAT AGDAL,01/08/2024,16h35,19h31,80 DH,correspondance 1 : 18h15 à Station CASA PORT - correspondance 20 Min - départ 18h35,pas de correspondance,pas de correspondance,pas de correspondance
EL JADIDA,RABAT AGDAL,01/08/2024,18h35,21h29,80 DH,correspondance 1 : 20h15 à Station CASA PORT - correspondance 20 Min - départ 20h35,pas de correspondance,pas de correspondance,pas de correspondance
EL JADIDA,RABAT VILLE,01/08/2024,06h30,09h15,80 DH,correspondance 1 : 08h04 à Station CASA PORT - correspondance 06 Min - départ 08h10,pas de correspondance,pas de correspondance,pas de correspondance
EL JADIDA,RABAT VILLE,01/08/2024,08h25,10h32,80 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
EL JADIDA,RABAT VILLE,01/08/2024,14h35,17h34,80 DH,correspondance 1 : 16h15 à Station CASA PORT - correspondance 20 Min - départ 16h35,pas de correspondance,pas de correspondance,pas de correspondance
EL JADIDA,RABAT VILLE,01/08/2024,16h35,19h36,80 DH,correspondance 1 : 18h15 à Station CASA PORT - correspondance 20 Min - départ 18h35,pas de correspondance,pas de correspondance,pas de correspondance
EL JADIDA,RABAT VILLE,01/08/2024,18h35,21h34,80 DH,correspondance 1 : 20h15 à Station CASA PORT - correspondance 20 Min - départ 20h35,pas de correspondance,pas de correspondance,pas de correspondance
EL JADIDA,SAFI,01/08/2024,,,,,,,
EL JADIDA,SALE,01/08/2024,,,,,,,
EL JADIDA,SETTAT,01/08/2024,06h30,09h28,85 DH,correspondance 1 : 07h44 à Station Casa Oasis - correspondance 01h00 Min - départ 08h44,pas de correspondance,pas de correspondance,pas de correspondance
EL JADIDA,SETTAT,01/08/2024,07h30,10h28,85 DH,correspondance 1 : 08h43 à Station Casa Oasis - correspondance 01h01 Min - départ 09h44,pas de correspondance,pas de correspondance,pas de correspondance
EL JADIDA,SETTAT,01/08/2024,10h35,13h28,85 DH,correspondance 1 : 11h51 à Station Casa Oasis - correspondance 53 Min - départ 12h44,pas de correspondance,pas de correspondance,pas de correspondance
EL JADIDA,SETTAT,01/08/2024,12h35,15h28,85 DH,correspondance 1 : 13h51 à Station Casa Oasis - correspondance 53 Min - départ 14h44,pas de correspondance,pas de correspondance,pas de correspondance
EL JADIDA,SETTAT,01/08/2024,14h35,17h28,85 DH,correspondance 1 : 15h51 à Station Casa Oasis - correspondance 53 Min - départ 16h44,pas de correspondance,pas de correspondance,pas de correspondance
EL JADIDA,SETTAT,01/08/2024,16h35,19h28,85 DH,correspondance 1 : 17h51 à Station Casa Oasis - correspondance 53 Min - départ 18h44,pas de correspondance,pas de correspondance,pas de correspondance
EL JADIDA,SETTAT,01/08/2024,18h35,21h28,85 DH,correspondance 1 : 19h51 à Station Casa Oasis - correspondance 53 Min - départ 20h44,pas de correspondance,pas de correspondance,pas de correspondance
EL JADIDA,TANGER,01/08/2024,06h30,11h10,310 DH,correspondance 1 : 07h51 à Station CASA VOYAGEURS - correspondance 01h09 Min - départ 09h00,pas de correspondance,pas de correspondance,pas de correspondance
EL JADIDA,TANGER,01/08/2024,08h25,12h10,310 DH,correspondance 1 : 09h34 à Station CASA VOYAGEURS - correspondance 26 Min - départ 10h00,pas de correspondance,pas de correspondance,pas de correspondance
EL JADIDA,TANGER,01/08/2024,12h35,17h10,310 DH,correspondance 1 : 14h01 à Station CASA VOYAGEURS - correspondance 59 Min - départ 15h00,pas de correspondance,pas de correspondance,pas de correspondance
EL JADIDA,TANGER,01/08/2024,14h35,19h10,310 DH,correspondance 1 : 16h01 à Station CASA VOYAGEURS - correspondance 59 Min - départ 17h00,pas de correspondance,pas de correspondance,pas de correspondance
EL JADIDA,TANGER,01/08/2024,16h35,21h10,310 DH,correspondance 1 : 18h01 à Station CASA VOYAGEURS - correspondance 59 Min - départ 19h00,pas de correspondance,pas de correspondance,pas de correspondance
AGADIR (SUPRAT.),ADDAKHLA SUPRATOURS,01/08/2024,10h15,06h00,560 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
AGADIR (SUPRAT.),ADDAKHLA SUPRATOURS,01/08/2024,19h00,16h00,560 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
AGADIR (SUPRAT.),ADDAKHLA SUPRATOURS,01/08/2024,21h00,17h00,560 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
AGADIR (SUPRAT.),BENGUERIR,01/08/2024,00h35,05h34,175 DH,correspondance 1 : 04h00 à Station MARRAKECH - correspondance 50 Min - départ 04h50,pas de correspondance,pas de correspondance,pas de correspondance
AGADIR (SUPRAT.),BENGUERIR,01/08/2024,04h30,09h34,175 DH,correspondance 1 : 08h30 à Station MARRAKECH - correspondance 20 Min - départ 08h50,pas de correspondance,pas de correspondance,pas de correspondance
AGADIR (SUPRAT.),BENGUERIR,01/08/2024,06h30,11h34,175 DH,correspondance 1 : 10h30 à Station MARRAKECH - correspondance 20 Min - départ 10h50,pas de correspondance,pas de correspondance,pas de correspondance
AGADIR (SUPRAT.),BENGUERIR,01/08/2024,08h30,13h34,190 DH,correspondance 1 : 12h30 à Station MARRAKECH - correspondance 20 Min - départ 12h50,pas de correspondance,pas de correspondance,pas de correspondance
AGADIR (SUPRAT.),BENGUERIR,01/08/2024,09h16,14h34,175 DH,correspondance 1 : 13h30 à Station MARRAKECH - correspondance 20 Min - départ 13h50,pas de correspondance,pas de correspondance,pas de correspondance
AGADIR (SUPRAT.),BENGUERIR,01/08/2024,09h30,14h34,175 DH,correspondance 1 : 13h01 à Station MARRAKECH - correspondance 49 Min - départ 13h50,pas de correspondance,pas de correspondance,pas de correspondance
AGADIR (SUPRAT.),BENGUERIR,01/08/2024,11h14,16h34,175 DH,correspondance 1 : 15h30 à Station MARRAKECH - correspondance 20 Min - départ 15h50,pas de correspondance,pas de correspondance,pas de correspondance
AGADIR (SUPRAT.),BENGUERIR,01/08/2024,13h31,18h34,180 DH,correspondance 1 : 17h30 à Station MARRAKECH - correspondance 20 Min - départ 17h50,pas de correspondance,pas de correspondance,pas de correspondance
AGADIR (SUPRAT.),BENGUERIR,01/08/2024,16h30,21h44,185 DH,correspondance 1 : 20h30 à Station MARRAKECH - correspondance 30 Min - départ 21h00,pas de correspondance,pas de correspondance,pas de correspondance
AGADIR (SUPRAT.),CASA PORT,01/08/2024,,,,,,,
AGADIR (SUPRAT.),CASA VOYAGEURS,01/08/2024,00h35,07h28,255 DH,correspondance 1 : 04h00 à Station MARRAKECH - correspondance 50 Min - départ 04h50,pas de correspondance,pas de correspondance,pas de correspondance
AGADIR (SUPRAT.),CASA VOYAGEURS,01/08/2024,04h30,11h28,255 DH,correspondance 1 : 08h30 à Station MARRAKECH - correspondance 20 Min - départ 08h50,pas de correspondance,pas de correspondance,pas de correspondance
AGADIR (SUPRAT.),CASA VOYAGEURS,01/08/2024,06h30,13h28,255 DH,correspondance 1 : 10h30 à Station MARRAKECH - correspondance 20 Min - départ 10h50,pas de correspondance,pas de correspondance,pas de correspondance
AGADIR (SUPRAT.),CASA VOYAGEURS,01/08/2024,08h30,15h28,270 DH,correspondance 1 : 12h30 à Station MARRAKECH - correspondance 20 Min - départ 12h50,pas de correspondance,pas de correspondance,pas de correspondance
AGADIR (SUPRAT.),CASA VOYAGEURS,01/08/2024,09h16,16h28,255 DH,correspondance 1 : 13h30 à Station MARRAKECH - correspondance 20 Min - départ 13h50,pas de correspondance,pas de correspondance,pas de correspondance
AGADIR (SUPRAT.),CASA VOYAGEURS,01/08/2024,09h30,16h28,255 DH,correspondance 1 : 13h01 à Station MARRAKECH - correspondance 49 Min - départ 13h50,pas de correspondance,pas de correspondance,pas de correspondance
AGADIR (SUPRAT.),CASA VOYAGEURS,01/08/2024,11h14,18h28,255 DH,correspondance 1 : 15h30 à Station MARRAKECH - correspondance 20 Min - départ 15h50,pas de correspondance,pas de correspondance,pas de correspondance
AGADIR (SUPRAT.),CASA VOYAGEURS,01/08/2024,13h31,20h28,255 DH,correspondance 1 : 17h30 à Station MARRAKECH - correspondance 20 Min - départ 17h50,pas de correspondance,pas de correspondance,pas de correspondance
AGADIR (SUPRAT.),CASA VOYAGEURS,01/08/2024,16h30,23h42,280 DH,correspondance 1 : 20h30 à Station MARRAKECH - correspondance 30 Min - départ 21h00,pas de correspondance,pas de correspondance,pas de correspondance
AGADIR (SUPRAT.),EL JADIDA,01/08/2024,06h30,15h14,335 DH,correspondance 1 : 07h44 à Station Casa Oasis - correspondance 01h00 Min - départ 08h44,correspondance 2 : 11h14 à Station MARRAKECH - correspondance 31 Min - départ 11h45,pas de correspondance,pas de correspondance
AGADIR (SUPRAT.),ESSAOUIRA SUPRATOURS,01/08/2024,,,,,,,
AGADIR (SUPRAT.),FES,01/08/2024,00h35,11h17,330 DH,correspondance 1 : 04h00 à Station MARRAKECH - correspondance 50 Min - départ 04h50,pas de correspondance,pas de correspondance,pas de correspondance
AGADIR (SUPRAT.),FES,01/08/2024,04h30,15h20,330 DH,correspondance 1 : 08h30 à Station MARRAKECH - correspondance 20 Min - départ 08h50,pas de correspondance,pas de correspondance,pas de correspondance
AGADIR (SUPRAT.),FES,01/08/2024,06h30,17h22,330 DH,correspondance 1 : 10h30 à Station MARRAKECH - correspondance 20 Min - départ 10h50,pas de correspondance,pas de correspondance,pas de correspondance
AGADIR (SUPRAT.),FES,01/08/2024,08h30,19h23,345 DH,correspondance 1 : 12h30 à Station MARRAKECH - correspondance 20 Min - départ 12h50,pas de correspondance,pas de correspondance,pas de correspondance
AGADIR (SUPRAT.),FES,01/08/2024,09h16,20h25,330 DH,correspondance 1 : 13h30 à Station MARRAKECH - correspondance 20 Min - départ 13h50,pas de correspondance,pas de correspondance,pas de correspondance
AGADIR (SUPRAT.),FES,01/08/2024,09h30,20h25,330 DH,correspondance 1 : 13h01 à Station MARRAKECH - correspondance 49 Min - départ 13h50,pas de correspondance,pas de correspondance,pas de correspondance
AGADIR (SUPRAT.),FES,01/08/2024,11h14,22h20,330 DH,correspondance 1 : 15h30 à Station MARRAKECH - correspondance 20 Min - départ 15h50,pas de correspondance,pas de correspondance,pas de correspondance
AGADIR (SUPRAT.),FES,01/08/2024,13h31,00h12,330 DH,correspondance 1 : 17h30 à Station MARRAKECH - correspondance 20 Min - départ 17h50,pas de correspondance,pas de correspondance,pas de correspondance
AGADIR (SUPRAT.),GUELMIMA,01/08/2024,,,,,,,
AGADIR (SUPRAT.),KENITRA,01/08/2024,00h35,08h59,300 DH,correspondance 1 : 04h00 à Station MARRAKECH - correspondance 50 Min - départ 04h50,pas de correspondance,pas de correspondance,pas de correspondance
AGADIR (SUPRAT.),KENITRA,01/08/2024,04h30,12h59,350 DH,correspondance 1 : 08h30 à Station MARRAKECH - correspondance 20 Min - départ 08h50,pas de correspondance,pas de correspondance,pas de correspondance
AGADIR (SUPRAT.),KENITRA,01/08/2024,06h30,14h59,350 DH,correspondance 1 : 10h30 à Station MARRAKECH - correspondance 20 Min - départ 10h50,pas de correspondance,pas de correspondance,pas de correspondance
AGADIR (SUPRAT.),KENITRA,01/08/2024,08h30,16h59,365 DH,correspondance 1 : 12h30 à Station MARRAKECH - correspondance 20 Min - départ 12h50,pas de correspondance,pas de correspondance,pas de correspondance
AGADIR (SUPRAT.),KENITRA,01/08/2024,09h16,17h59,350 DH,correspondance 1 : 13h30 à Station MARRAKECH - correspondance 20 Min - départ 13h50,pas de correspondance,pas de correspondance,pas de correspondance
AGADIR (SUPRAT.),KENITRA,01/08/2024,09h30,17h59,350 DH,correspondance 1 : 13h01 à Station MARRAKECH - correspondance 49 Min - départ 13h50,pas de correspondance,pas de correspondance,pas de correspondance
AGADIR (SUPRAT.),KENITRA,01/08/2024,11h14,19h59,350 DH,correspondance 1 : 15h30 à Station MARRAKECH - correspondance 20 Min - départ 15h50,pas de correspondance,pas de correspondance,pas de correspondance
AGADIR (SUPRAT.),KENITRA,01/08/2024,13h31,21h59,300 DH,correspondance 1 : 17h30 à Station MARRAKECH - correspondance 20 Min - départ 17h50,pas de correspondance,pas de correspondance,pas de correspondance
AGADIR (SUPRAT.),KENITRA,01/08/2024,16h30,01h37,330 DH,correspondance 1 : 20h30 à Station MARRAKECH - correspondance 30 Min - départ 21h00,pas de correspondance,pas de correspondance,pas de correspondance
AGADIR (SUPRAT.),KHOURIBGA,01/08/2024,07h35,16h14,290 DH,correspondance 1 : 09h33 à Station BERRECHID - correspondance 33 Min - départ 10h06,correspondance 2 : 12h14 à Station MARRAKECH - correspondance 31 Min - départ 12h45,pas de correspondance,pas de correspondance
AGADIR (SUPRAT.),LAAYOUNE SUPRATOURS,01/08/2024,10h15,21h59,350 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
AGADIR (SUPRAT.),LAAYOUNE SUPRATOURS,01/08/2024,19h00,06h29,350 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
AGADIR (SUPRAT.),LAAYOUNE SUPRATOURS,01/08/2024,20h00,07h29,350 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
AGADIR (SUPRAT.),LAAYOUNE SUPRATOURS,01/08/2024,21h00,08h29,350 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
AGADIR (SUPRAT.),MARRAKECH,01/08/2024,00h35,04h00,135 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
AGADIR (SUPRAT.),MARRAKECH,01/08/2024,04h30,08h30,135 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
AGADIR (SUPRAT.),MARRAKECH,01/08/2024,06h30,10h30,135 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
AGADIR (SUPRAT.),MARRAKECH,01/08/2024,08h30,12h30,150 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
AGADIR (SUPRAT.),MARRAKECH,01/08/2024,09h16,13h30,135 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
AGADIR (SUPRAT.),MARRAKECH,01/08/2024,09h30,13h01,135 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
AGADIR (SUPRAT.),MARRAKECH,01/08/2024,11h14,15h30,135 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
AGADIR (SUPRAT.),MARRAKECH,01/08/2024,13h31,17h30,135 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
AGADIR (SUPRAT.),MARRAKECH,01/08/2024,15h30,19h00,135 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
AGADIR (SUPRAT.),MARRAKECH,01/08/2024,16h30,20h30,135 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
AGADIR (SUPRAT.),MARRAKECH,01/08/2024,17h41,21h30,135 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
AGADIR (SUPRAT.),MARRAKECH,01/08/2024,18h00,21h30,135 DH,pas de correspondance,pas de correspondance,pas de correspondance,pas de correspondance
AGADIR (SUPRAT.),MARTIL,01/08/2024,00h35,12h00,555 DH,correspondance 1 : 04h00 à Station MARRAKECH - correspondance 50 Min - départ 04h50,correspondance 2 : 07h28 à Station CASA VOYAGEURS - correspondance 32 Min - départ 08h00,correspondance 3 : 10h10 à Station TANGER VILLE - correspondance 20 Min - départ 10h30,pas de correspondance
AGADIR (SUPRAT.),MARTIL,01/08/2024,04h30,16h00,555 DH,correspondance 1 : 08h30 à Station MARRAKECH - correspondance 20 Min - départ 08h50,correspondance 2 : 11h28 à Station CASA VOYAGEURS - correspondance 32 Min - départ 12h00,correspondance 3 : 14h10 à Station TANGER VILLE - correspondance 20 Min - départ 14h30,pas de correspondance
AGADIR (SUPRAT.),MARTIL,01/08/2024,06h30,18h00,555 DH,correspondance 1 : 10h30 à Station MARRAKECH - correspondance 20 Min - départ 10h50,correspondance 2 : 13h28 à Station CASA VOYAGEURS - correspondance 32 Min - départ 14h00,correspondance 3 : 16h10 à Station TANGER VILLE - correspondance 20 Min - départ 16h30,pas de correspondance
AGADIR (SUPRAT.),MARTIL,01/08/2024,09h16,21h00,555 DH,correspondance 1 : 13h30 à Station MARRAKECH - correspondance 20 Min - départ 13h50,correspondance 2 : 16h28 à Station CASA VOYAGEURS - correspondance 32 Min - départ 17h00,correspondance 3 : 19h10 à Station TANGER VILLE - correspondance 20 Min - départ 19h30,pas de correspondance
AGADIR (SUPRAT.),MARTIL,01/08/2024,09h30,21h00,555 DH,correspondance 1 : 13h01 à Station MARRAKECH - correspondance 49 Min - départ 13h50,correspondance 2 : 16h28 à Station CASA VOYAGEURS - correspondance 32 Min - départ 17h00,correspondance 3 : 19h10 à Station TANGER VILLE - correspondance 20 Min - départ 19h30,pas de correspondance
